epoch,train_loss,train_data_loss,train_phys_loss,phys_data_ratio,grad_norm,val_rel_l2,val_mse
0,1.0626128911972046,1.0626128911972046,0.0,0.0,1.0052853556449488,0.37915506958961487,0.5455156564712524
1,1.0291781425476074,1.0291781425476074,0.0,0.0,0.9955668843491268,0.3697760999202728,0.5251451730728149
2,0.9956443905830383,0.9956443905830383,0.0,0.0,0.975109684615977,0.36016571521759033,0.5050011277198792
3,0.9638068974018097,0.9638068974018097,0.0,0.0,0.967487935412975,0.3504085838794708,0.48494577407836914
4,0.9313557744026184,0.9313557744026184,0.0,0.0,0.9707652456949314,0.34066829085350037,0.4652352035045624
5,0.8976930975914001,0.8976930975914001,0.0,0.0,0.9724083798629901,0.3310219943523407,0.44603458046913147
6,0.8660597503185272,0.8660597503185272,0.0,0.0,0.9872310329865306,0.32155606150627136,0.42753997445106506
7,0.834405392408371,0.834405392408371,0.0,0.0,0.9779537704469258,0.31208914518356323,0.40923091769218445
8,0.8026890456676483,0.8026890456676483,0.0,0.0,0.9844645771801486,0.30253174901008606,0.391071081161499
9,0.7709191143512726,0.7709191143512726,0.0,0.0,0.9936349682160872,0.2928656339645386,0.37312814593315125
10,0.7398008406162262,0.7398008406162262,0.0,0.0,0.9880393763426085,0.2831159830093384,0.3552253246307373
11,0.7080440819263458,0.7080440819263458,0.0,0.0,0.9922133293712065,0.2731274664402008,0.33741331100463867
12,0.6766776740550995,0.6766776740550995,0.0,0.0,0.9990232713604003,0.2629573941230774,0.3197554349899292
13,0.6455119550228119,0.6455119550228119,0.0,0.0,1.016469818424445,0.2524361312389374,0.30234968662261963
14,0.6130891740322113,0.6130891740322113,0.0,0.0,1.0068833504752206,0.24177387356758118,0.28523463010787964
15,0.5822563469409943,0.5822563469409943,0.0,0.0,1.0007337917850923,0.2307819426059723,0.2683468163013458
16,0.5518482327461243,0.5518482327461243,0.0,0.0,1.0030607670553953,0.21946680545806885,0.2517867088317871
17,0.521291196346283,0.521291196346283,0.0,0.0,1.0038597972369676,0.2080298662185669,0.2355749011039734
