epoch,train_loss,train_data_loss,train_phys_loss,val_rel_l2,val_mse
0,1.1624215841293335,1.058011770248413,1.0440984964370728,0.34550413489341736,0.5196048021316528
1,1.1489288806915283,1.0459582805633545,1.0297058820724487,0.3420632481575012,0.5126604437828064
2,1.1354557275772095,1.0339277982711792,1.0152796506881714,0.33858034014701843,0.5057874917984009
3,1.1220473051071167,1.021960735321045,1.0008659362792969,0.3350590467453003,0.4989994168281555
4,1.108633041381836,1.009993314743042,0.9863969087600708,0.3314879238605499,0.4923270642757416
5,1.0952961444854736,0.9981005191802979,0.9719564318656921,0.3278566896915436,0.48577776551246643
6,1.0821160078048706,0.9863570928573608,0.9575890302658081,0.32415053248405457,0.4792310297489166
7,1.069021224975586,0.9747014045715332,0.943198561668396,0.3203512132167816,0.4726142883300781
8,1.0559203624725342,0.9630511403083801,0.9286923408508301,0.3164525330066681,0.4659320116043091
9,1.0427825450897217,0.9513813257217407,0.9140124320983887,0.3124680817127228,0.4592111110687256
10,1.0296902656555176,0.9397646188735962,0.8992568254470825,0.30838850140571594,0.4524625837802887
11,1.0165858268737793,0.9281433820724487,0.8844246864318848,0.3042151927947998,0.44571131467819214
12,1.0034546852111816,0.9165035486221313,0.8695119619369507,0.29995518922805786,0.4390016198158264
13,0.9902662634849548,0.9048163890838623,0.8544985055923462,0.2956210672855377,0.4323616027832031
14,0.9770318865776062,0.8930959701538086,0.8393591642379761,0.29118990898132324,0.42577505111694336
15,0.9638057351112366,0.8813890814781189,0.8241665959358215,0.2866823673248291,0.41926902532577515
16,0.9506409764289856,0.8697474002838135,0.8089355230331421,0.2820795476436615,0.4128355383872986
17,0.9374452829360962,0.8580862283706665,0.7935904264450073,0.2773703336715698,0.4064275026321411
18,0.9242134094238281,0.8463994860649109,0.7781389951705933,0.27257436513900757,0.4000985026359558
19,0.9109912514686584,0.8347277641296387,0.7626347541809082,0.26768577098846436,0.3938654959201813
20,0.8978692889213562,0.823150098323822,0.7471916675567627,0.262739896774292,0.3877638876438141
21,0.8847858905792236,0.8116047382354736,0.7318115234375,0.25772979855537415,0.38178953528404236
22,0.8717358112335205,0.800087571144104,0.7164826393127441,0.25268134474754333,0.37597113847732544
23,0.8587311506271362,0.7886074185371399,0.7012372612953186,0.24760591983795166,0.3703409731388092
24,0.8458219766616821,0.7772073745727539,0.6861462593078613,0.24250009655952454,0.3648747205734253
25,0.8330023884773254,0.7658815383911133,0.671208381652832,0.23737415671348572,0.3595570921897888
26,0.8203001618385315,0.7546544671058655,0.656456708908081,0.2322433441877365,0.35441356897354126
27,0.8077349662780762,0.7435445785522461,0.6419035792350769,0.22711195051670074,0.3494572937488556
28,0.7952509522438049,0.7324969172477722,0.6275405287742615,0.22198642790317535,0.34467658400535583
29,0.782795786857605,0.7214659452438354,0.6132985949516296,0.21688741445541382,0.34008893370628357
