epoch,train_loss,train_data_loss,train_phys_loss,val_rel_l2,val_mse
0,1.2735443115234375,1.1711454391479492,1.0239887237548828,0.3249458372592926,0.546393632888794
1,1.2305477857589722,1.1316977739334106,0.988499641418457,0.31806132197380066,0.5291216373443604
2,1.1884379386901855,1.0931004285812378,0.953374981880188,0.31105148792266846,0.5121027827262878
3,1.1473358869552612,1.0554475784301758,0.9188827872276306,0.30390626192092896,0.4953560531139374
4,1.1072100400924683,1.0187203884124756,0.8848961591720581,0.29659831523895264,0.47882571816444397
5,1.0678513050079346,0.9827161431312561,0.8513511419296265,0.2891837954521179,0.46254295110702515
6,1.0291240215301514,0.9473024606704712,0.8182157874107361,0.28173109889030457,0.4466177523136139
7,0.9912028312683105,0.912636399269104,0.7856641411781311,0.27421045303344727,0.4309847354888916
8,0.954046905040741,0.8786737322807312,0.753731906414032,0.266689270734787,0.41574355959892273
9,0.9177234768867493,0.8454750776290894,0.7224839925765991,0.25912556052207947,0.40088793635368347
10,0.882124125957489,0.812947690486908,0.6917644143104553,0.2515559196472168,0.3863503336906433
11,0.8473942279815674,0.7812166810035706,0.6617756485939026,0.24403706192970276,0.37224870920181274
12,0.8135720491409302,0.7503170967102051,0.6325492262840271,0.2366495132446289,0.35862216353416443
13,0.780507504940033,0.7201144695281982,0.6039302349090576,0.22946812212467194,0.34548184275627136
14,0.7482083439826965,0.6906153559684753,0.5759297013282776,0.22250722348690033,0.3326810598373413
15,0.7166479229927063,0.6617906093597412,0.5485730171203613,0.21579159796237946,0.3201524615287781
16,0.6857214570045471,0.6335441470146179,0.5217728614807129,0.20925630629062653,0.30786123871803284
17,0.6553831696510315,0.6058329939842224,0.4955019950866699,0.20290091633796692,0.2958468794822693
18,0.6254562735557556,0.5784927606582642,0.46963533759117126,0.1966559886932373,0.28401675820350647
19,0.5960289239883423,0.5516037940979004,0.4442511200904846,0.19046145677566528,0.2723328173160553
20,0.5671414136886597,0.5251977443695068,0.4194369316101074,0.18439042568206787,0.26081693172454834
21,0.5387409925460815,0.4992205798625946,0.3952043056488037,0.17825700342655182,0.24938832223415375
22,0.5108342170715332,0.47367236018180847,0.3716185986995697,0.17204411327838898,0.23807747662067413
23,0.4834785759449005,0.44860491156578064,0.3487366735935211,0.16575664281845093,0.22691112756729126
