lambda_phys,model_name,capacity_name,parameter_count,dataset_size,data_seed,train_seed,status,test_rel_l2,val_rel_l2,train_rel_l2,test_mse,val_mse,train_mse,best_epoch,runtime_seconds
0.001,piml,large,67074,1024,22,101,success,0.000859556021168828,0.0008709196699783206,0.0007086640689522028,6.8219965214666445e-06,7.041305252641905e-06,3.5155549085175153e-06,201,6.245978355407715
0.001,piml,large,67074,1024,22,202,success,0.0008314866572618484,0.000849650357849896,0.0007130572339519858,5.0649832701310515e-06,5.18373963132035e-06,2.9319799068616703e-06,258,6.71235728263855
0.001,piml,large,67074,1024,22,303,success,0.0009585911175236106,0.0009646791149862111,0.0008339193882420659,6.7734190452029e-06,6.996102456469089e-06,3.97719213651726e-06,202,5.301839828491211
0.001,piml,large,67074,1024,33,101,success,0.0007899045012891293,0.0007567512220703065,0.0006397429388016462,5.0172639021184295e-06,5.425660219771089e-06,2.613344122437411e-06,217,5.743133306503296
0.001,piml,large,67074,1024,33,202,success,0.0008820660877972841,0.0008578652632422745,0.0007088627899065614,7.209837349364534e-06,7.90412650530925e-06,3.537481006787857e-06,217,5.782482385635376
0.001,piml,large,67074,1024,33,303,success,0.0010222956771031022,0.000987111940048635,0.0008843110990710557,8.260700269602239e-06,9.057926945388317e-06,5.311108452588087e-06,116,3.4462506771087646
0.001,piml,large,67074,128,11,101,success,0.002961021615192294,0.003121796529740095,0.001051450497470796,9.313496411778033e-05,9.689109720056877e-05,7.3596502261352725e-06,398,3.624389410018921
0.001,piml,large,67074,128,11,202,success,0.0028930744156241417,0.003164934925734997,0.0010434017749503255,0.00010559993097558618,0.00011617765994742513,9.381445124745369e-06,397,3.6537821292877197
0.001,piml,large,67074,128,11,303,success,0.0027833550702780485,0.003071598242968321,0.0010209277970716357,9.245286491932347e-05,0.00010752053640317172,4.939555765304249e-06,397,3.753801107406616
0.001,piml,large,67074,128,22,101,success,0.002976692281663418,0.003357198089361191,0.0011610717047005892,9.117182344198227e-05,0.00011663019540719688,8.811196494207252e-06,399,3.797745704650879
0.001,piml,large,67074,128,22,202,success,0.002730310894548893,0.0029611114878207445,0.0010826188372448087,7.584225386381149e-05,9.560045873513445e-05,1.0203914825979155e-05,397,3.6256299018859863
0.001,piml,large,67074,128,22,303,success,0.0022495477460324764,0.002394996117800474,0.0007839491008780897,5.391631930251606e-05,6.481237505795434e-05,5.5579457693966106e-06,398,3.6638314723968506
0.001,piml,large,67074,128,33,101,success,0.002832939615473151,0.0025836958084255457,0.0011498157400637865,0.00017141326679848135,0.00014435529010370374,1.10219525595312e-05,399,3.7316482067108154
0.001,piml,large,67074,128,33,202,success,0.0030161880422383547,0.0028120942879468203,0.001352032064460218,0.00015627325046807528,0.00013473592116497457,1.6010277249733917e-05,390,3.696692705154419
0.001,piml,large,67074,128,33,303,success,0.002471095649525523,0.002349047688767314,0.0008266700897365808,0.0001269949716515839,9.947180660674348e-05,5.585437520494452e-06,398,3.6602227687835693
0.001,piml,large,67074,4096,11,101,success,0.0007927508559077978,0.0008175200782716274,0.000761867908295244,4.26216320192907e-06,4.743354111269582e-06,3.965614723711042e-06,59,5.778047561645508
0.001,piml,large,67074,4096,11,202,success,0.0008005935815162957,0.0008013241458684206,0.0007552938186563551,4.806421202374622e-06,4.418226581037743e-06,4.1632542888692115e-06,45,4.938897132873535
0.001,piml,large,67074,4096,11,303,success,0.0009045964106917381,0.0009183488436974585,0.0008715525618754327,5.563075774261961e-06,6.106723049015272e-06,5.2548716666933615e-06,42,4.77186393737793
0.001,piml,large,67074,4096,22,101,success,0.0007395735010504723,0.0007442807545885444,0.0007006432861089706,3.442997012825799e-06,3.8205107557587326e-06,3.0060580229474e-06,53,5.450549364089966
0.001,piml,large,67074,4096,22,202,success,0.0007465282105840743,0.000775962951593101,0.0007028108229860663,3.7775482724100584e-06,4.231308139424073e-06,3.346421408423339e-06,56,5.62613844871521
0.001,piml,large,67074,4096,22,303,success,0.0008510251063853502,0.0008711103000678122,0.0008328008116222918,4.2383217078167945e-06,4.457638624444371e-06,3.764376515391632e-06,52,5.489960193634033
0.001,piml,large,67074,4096,33,101,success,0.0008255416760221124,0.0007881536730565131,0.0007772565586492419,4.2387782741570845e-06,4.356016233941773e-06,3.881358679791447e-06,53,6.211841821670532
0.001,piml,large,67074,4096,33,202,success,0.000757554720621556,0.0007363981567323208,0.0006929298397153616,3.6476176319411024e-06,3.6421179174794815e-06,3.097979742960888e-06,65,7.341969728469849
0.001,piml,large,67074,4096,33,303,success,0.0005873741465620697,0.0005601541488431394,0.0005352656007744372,2.0496015622484265e-06,2.1069199647172354e-06,1.8065089761876152e-06,184,13.056318044662476
0.001,piml,small,4482,1024,11,101,success,0.0023999500554054976,0.0024487776681780815,0.0021329785231500864,4.047018592245877e-05,3.950794052798301e-05,3.1138493795879185e-05,389,7.234531879425049
0.001,piml,small,4482,1024,11,202,success,0.0018691184232011437,0.0019805077463388443,0.0016193115152418613,2.2548709239345044e-05,2.3121745471144095e-05,1.523619175713975e-05,395,6.604462623596191
0.001,piml,small,4482,1024,11,303,success,0.0022428245283663273,0.002341213636100292,0.0019869287498295307,2.8266147637623362e-05,3.0196706575225107e-05,2.1380206817411818e-05,389,6.4995832443237305
