epoch,train_loss,train_data_loss,train_phys_loss,phys_data_ratio,grad_norm,val_rel_l2,val_mse
0,0.22573937552806456,0.15792507737933192,0.6781429740949534,4.294080366135086,0.6770480036049762,0.0216890349984169,0.003461440559476614
1,0.005476282352901762,0.0037051996532682097,0.017710826643451583,4.7799925242434815,0.07723045480372058,0.013022779487073421,0.0013237253297120333
2,0.00235328823873715,0.0017509802610220504,0.006023079651640728,3.4398329813981143,0.048740901696181234,0.010368876159191132,0.0007515528704971075
3,0.0015039543086459162,0.0010374046751167043,0.004665496246161638,4.497277058864985,0.044654967134379324,0.006689445581287146,0.0004123980470467359
4,0.0010591453055894817,0.000656964282370609,0.004021810182166519,6.121809495721902,0.039558082110115377,0.005927834194153547,0.0002822086389642209
5,0.0008168182812369196,0.00044931399634151603,0.0036750428116647527,8.179230652924986,0.032672549999564975,0.004855594132095575,0.0002089983318001032
6,0.0006788365171814803,0.0003334545115194487,0.0034538200052338652,10.357694635756701,0.027205023254649636,0.0040710680186748505,0.00014538502728100866
7,0.0005915577576161013,0.00026054002410091925,0.003310177260573255,12.705062387232564,0.03007525484756452,0.004417553078383207,0.00013469639816321433
8,0.0005346879497665213,0.00021219296456820302,0.00322494977444876,15.198193686634681,0.0263334188310457,0.0038392588030546904,0.00010012458369601518
9,0.00048074729511426995,0.00016720759219879255,0.0031353969643532764,18.751522721681283,0.020402317853695992,0.0032806498929858208,8.214925765059888e-05
10,0.0004582497294904897,0.00014891942464601016,0.0030933029993320815,20.771655589491004,0.0278842006558734,0.0034844044130295515,7.619131065439433e-05
11,0.0004278016817806929,0.00012373704419132991,0.003040646308363648,24.573451937820753,0.020763783719601997,0.003085087286308408,6.77253701724112e-05
12,0.00040917752903624205,0.00010787078053908772,0.0030130674422252923,27.932192825224682,0.017283756685033756,0.003003660123795271,5.9455538576003164e-05
13,0.0003974948454015248,9.891984171872537e-05,0.00298574998305412,30.183529726462577,0.019814827399637976,0.002644577529281378,4.821827678824775e-05
14,0.0003869855122502486,8.974207878509333e-05,0.0029724343039561063,33.12196847004445,0.019752291119010463,0.003545305924490094,5.9061727370135486e-05
15,0.00037825282151970896,8.32083399586736e-05,0.0029504447520594113,35.45852198859855,0.023102293820756615,0.0027756195049732924,4.464811354409903e-05
16,0.00036886644056721707,7.477341335970777e-05,0.002940930196928093,39.33122837097652,0.018803223621207732,0.0026307888329029083,4.323293615016155e-05
17,0.00035791501022686134,6.538419438584242e-05,0.0029253081083879806,44.740294437601804,0.013801456216690301,0.0022361541632562876,3.0065360988373868e-05
18,0.0003539213275871589,6.2375881952903e-05,0.002915454395406414,46.74009094745517,0.015960709443856542,0.0026178343687206507,3.463910616119392e-05
19,0.0003499994118101313,5.889468951636445e-05,0.002911047140514711,49.42800725192462,0.017265391050947133,0.0026416939217597246,3.930688035325147e-05
20,0.0003452289356573601,5.5302419980307604e-05,0.0028992651059525087,52.42564623726946,0.014782602402676885,0.0023354031145572662,2.7460091587272473e-05
21,0.00034173707990703406,5.222413722094643e-05,0.002895129375247052,55.43661474001054,0.013906835311794303,0.0020564168225973845,2.1855656086700037e-05
22,0.0003437067225604551,5.441341320988613e-05,0.0028929330510436557,53.16580747994782,0.02076975512110887,0.0022079150658100843,2.855927959899418e-05
23,0.00033879831335070776,5.0152267647263216e-05,0.002886460380977951,57.5539355723522,0.017156960879671647,0.0018688931595534086,2.0310759282438084e-05
24,0.00033547702196301543,4.6960545603269566e-05,0.0028851646893599536,61.438057252023874,0.013590083177742995,0.003145536407828331,4.972472379449755e-05
25,0.00033413959954486927,4.5989537198920516e-05,0.0028815005753131118,62.655568001252846,0.015873893200557473,0.0026481321547180414,3.0512370358337648e-05
26,0.00033117235216195695,4.350630146632284e-05,0.002876660455513047,66.12054710602783,0.013235539831564098,0.0016678115352988243,1.6026808225433342e-05
27,0.0003316246247777599,4.40249949065219e-05,0.0028759962588083,65.32644160243271,0.01661052511947322,0.0018206886015832424,1.910957507789135e-05
28,0.0003304050042061135,4.2977532814347796e-05,0.0028742746471834835,66.87853999436477,0.015802863076962752,0.001986304298043251,1.9558792700991035e-05
29,0.00033122491504400386,4.327920149194142e-05,0.0028794570425816346,66.53212035618978,0.01728901303863788,0.0023325856309384108,3.100018875556998e-05
30,0.00032671847475285176,3.976855134624202e-05,0.002869499166990863,72.15498351971074,0.016330023414752374,0.0023630852811038494,2.6924202757072635e-05
31,0.00032676356931915507,3.989137169924106e-05,0.0028687219237326644,71.91334370152136,0.01688977344465959,0.002105920808389783,2.1188920072745532e-05
32,0.00032233932961389655,3.5859478799693534e-05,0.002864798439986771,79.88957274000464,0.013166664282175135,0.0021246843971312046,1.9611832613009028e-05
33,0.00032395402104157256,3.706011816007049e-05,0.0028689389801002108,77.41310936216276,0.016474597088771203,0.0024160481989383698,3.1082505302038044e-05
34,0.00032192460776059306,3.554348398893126e-05,0.0028638111798500177,80.57204467468212,0.014119040412049488,0.001982464687898755,1.927444463944994e-05
35,0.0003210768577446288,3.4649964845812065e-05,0.002864268870325759,82.66296612626856,0.014866753357943617,0.0020309884566813707,2.1209933038335294e-05
36,0.00032624628920530085,3.9641682974433934e-05,0.002866046026611002,72.29879792085008,0.02223757530548432,0.0020314021967351437,1.6812447938718833e-05
37,0.00032601326893200167,3.9139520794151395e-05,0.0028687374251603615,73.29515964817423,0.020653425969963207,0.0028104970697313547,2.8883803679491393e-05
38,0.0003258050487602304,3.986670773770129e-05,0.002859383348550182,71.72358869870034,0.022922053918890878,0.002980645280331373,3.040609044546727e-05
39,0.00032737782385083847,4.0716043145039293e-05,0.0028666177531704307,70.40511630658516,0.02423503823699395,0.001690792036242783,1.2216130926390179e-05
40,0.0003213928803234012,3.561206406743622e-05,0.00285780810736469,80.24831422163699,0.019325187652332668,0.001746942289173603,1.3693824257643428e-05
41,0.0003218876181563246,3.57220932016844e-05,0.0028616552081075497,80.10883326323706,0.019195386374401338,0.002078975783661008,2.0056158973602578e-05
42,0.00032257866632789955,3.676211349556979e-05,0.0028581654878507834,77.74758347871433,0.021481163324520956,0.00195774482563138,1.7774336811271496e-05
43,0.0003202963753210497,3.433046886414104e-05,0.0028596589909284376,83.29798821697472,0.019256627244644203,0.0025491369888186455,2.241668880742509e-05
44,0.0003198880017407646,3.414894374031974e-05,0.0028573905437951908,83.67434628502032,0.018434633741917922,0.0019863350316882133,1.9407003492233343e-05
45,0.0003191607593180379,3.3567217286645246e-05,0.0028559353959280998,85.0810888355746,0.01909516723645074,0.0030408529564738274,3.8026217225706205e-05
46,0.0003264288179707364,4.057681840663463e-05,0.0028585199324879795,70.44711844683685,0.025157194365640335,0.002276773564517498,2.2094405721873045e-05
47,0.0003203089049748087,3.455164889487605e-05,0.002857572522771079,82.7043748755751,0.02123259823765422,0.003102474380284548,5.430867167888209e-05
48,0.0003250776990171289,3.9255842040120115e-05,0.002858218525943812,72.8100169911695,0.024246033025758507,0.0016882253112271428,1.3380584277911112e-05
49,0.0003230175057069573,3.742700431530466e-05,0.002855904931493569,76.30599840248854,0.02482725135277241,0.0025181262753903866,3.0342311220010743e-05
