epoch,train_loss,train_data_loss,train_phys_loss,phys_data_ratio,grad_norm,val_rel_l2,val_mse
0,0.9033083282411098,0.8085211459547281,0.9478718265891075,1.172352549258102,1.0740576801142836,0.22555595636367798,0.28195226192474365
1,0.4323462746106088,0.39577966183423996,0.36566615058109164,0.9239134443806756,0.9867602379041589,0.11376090347766876,0.10703857243061066
2,0.17089770478196442,0.15297679463401437,0.1792091024108231,1.1714790000638176,0.5926305348568491,0.08043080568313599,0.041003141552209854
3,0.07105429342482239,0.0593191321240738,0.11735160951502621,1.97830961635733,0.24477671313282945,0.056857265532016754,0.01760554127395153
4,0.041012764908373356,0.030001641192939132,0.1101112354081124,3.6701737314966296,0.13772141449292405,0.045320454984903336,0.010766178369522095
5,0.030772614059969783,0.019592747645219788,0.1117986657191068,5.706124926606876,0.10274472465508991,0.03693653643131256,0.007571192923933268
6,0.025648524111602455,0.014377662009792402,0.1127086179330945,7.8391478292041095,0.09254667123173714,0.031510431319475174,0.005620392505079508
7,0.022676252643577754,0.011166972151841037,0.1150928030256182,10.30653622671061,0.07778056845007907,0.029416382312774658,0.004732390400022268
8,0.02067775500472635,0.009098684051423334,0.11579070729203522,12.726093865620243,0.07398850004309857,0.02788088656961918,0.004044530913233757
9,0.019360222562681884,0.007804794600815512,0.11555427731946111,14.805550079099712,0.06411554966433018,0.026491083204746246,0.003668354358524084
10,0.01836390612879768,0.006754447051207535,0.11609458830207586,17.187874510219295,0.05780053013682984,0.026428954675793648,0.0035951787140220404
11,0.017652672162512317,0.006001873531204183,0.11650798702612519,19.411936359603644,0.050704800898274574,0.025489898398518562,0.00333959492854774
12,0.0170926800055895,0.005387486373365391,0.11705193552188575,21.726632312346275,0.04331156807618349,0.02529279887676239,0.003206151770427823
13,0.01665239973226562,0.004996346389816608,0.11656053131446242,23.329153389371147,0.04346485481084627,0.02373439446091652,0.0028624674305319786
14,0.01627837450359948,0.004581573244649917,0.11696801125071943,25.5300974151854,0.03749816763168148,0.02355240099132061,0.002799403853714466
15,0.01598143865703605,0.004296117724152282,0.11685320804826915,27.199722063325638,0.039014983387566586,0.02227056585252285,0.002559243468567729
16,0.015725442877737805,0.003978806613304187,0.11746636149473488,29.523013534247983,0.04216308830168809,0.02231459505856037,0.002487620571628213
17,0.015486307442188263,0.0037364421150414273,0.11749865184538066,31.446667237899366,0.03889489139849931,0.02306554466485977,0.002609666669741273
18,0.01529491096152924,0.0035627730103442445,0.11732137785293162,32.92979303264558,0.03489716338369589,0.021202918142080307,0.0022179936058819294
19,0.015118717594305053,0.0033889953410835005,0.11729722004383802,34.611207227666696,0.031115263706915613,0.020995112136006355,0.0021542380563914776
